"Time / s","Vm1:Measured voltage","Vm2:Measured voltage"
0,0,0
2.9326533856125362e-18,0,0
6.6466218031798222e-06,0,0
6.6466218031826648e-06,0.024316874712254719,-0.024316874712254719
5.0797897641421122e-05,0.17148346268524184,-0.17148346268524184
5.0797897641423968e-05,0,-0.17148346268525055
9.2556134265825332e-05,0,-0.2901599853733875
9.2556134265828178e-05,0,0
9.9999999999997159e-05,0,0
0.0001,0,0
0.00010756812985741642,0,0
0.00010756812985742211,0,-0.32855019889213
0.0001476810634197849,0,-0.42118070031699184
0.00014768106341979059,0.42118070031700405,-0.42118070031700405
0.00019474885142101327,0.51367777264649961,-0.51367777264649961
0.00019474885142101896,0,0
0.00019999999999999432,0,0
0.00020000000000000001,0,0
0.00020517830436806437,0,0
0.00020517830436807288,0.53210512964452505,-0.53210512964452505
0.00025398536061262611,0.60935563764293665,-0.60935563764293665
0.00025398536061263467,0,-0.60935563764294898
0.0002908395746104381,0,-0.65909031240581617
0.00029083957461044667,0,0
0.00029999999999999152,0,0
0.00030000000000000003,0,0
0.00030932866973881236,0,0
0.00030932866973882374,0,-0.68165397337809841
0.00034459763990729884,0,-0.72052268487687687
0.00034459763990731023,0.72052268487688864,-0.72052268487688864
0.00039606919531512186,0.76885778621457346,-0.76885778621457346
0.00039606919531513324,0,0
0.00039999999999998864,0,0
0.00040000000000000002,0,0
0.00040388323913684911,0,0
0.00040388323913686332,0.7754514022967065,-0.7754514022967065
0.00045715633366993767,0.81546979913791084,-0.81546979913791084
0.00045715633366995187,0,-0.8154697991379205
0.00048896613789860797,0,-0.83585584028245197
0.00048896613789862228,0,0
0.00049999999999998581,0,0
0.00050000000000000001,0,0
0.00051125419613676378,0,0
0.00051125419613678091,0,-0.84886160324167703
0.00054153456981652099,0,-0.8647747846686884
0.00054153456981653812,0.86477478466869684,-0.86477478466869684
0.00059720435850684861,0.88975138967299028,-0.88975138967299028
0.00059720435850686574,0,0
0.00059999999999998303,0,0
0.00060000000000000006,0,0
0.00060276690597640644,0,0
0.00060276690597642639,0.89199950334828226,-0.89199950334828226
0.00066029770659421208,0.91249463428964794,-0.91249463428964794
0.00066029770659423203,0,-0.91249463428965427
0.00068694336694065329,0,-0.92060303333599092
0.00068694336694067324,0,0
0.00069999999999998004,0,0
0.00069999999999999999,0,0
0.00071333727478629732,0,0
0.00071333727478632009,0,-0.92799727568384482
0.00073850340597046151,0,-0.93429480870767212
0.00073850340597048428,0.93429480870767756,-0.93429480870767756
0.00079815030676733253,0.94706980885612202,-0.94706980885612202
0.0007981503067673553,0,0
0.00079999999999997727,0,0
0.00080000000000000004,0,0
0.00080183413194682832,0,0
0.00080183413194685391,0.94778707472071122,-0.94778707472071122
0.00086339650866964037,0.95817331725420674,-0.95817331725420674
0.00086339650866966596,0,-0.95817331725421051
0.00088477932501773791,0,-0.96126059982946099
0.0008847793250177635,0,0
0.0008999999999999745,0,0
0.00090000000000000008,0,0
0.00091556977510776538,0,0
0.00091556977510779379,0,-0.96543584380667413
0.0009355155976654996,0,-0.96780543091834714
0.00093551559766552801,0.96780543091835036,-0.96780543091835036
0.00099890379708122176,0.97427109607744022,-0.97427109607744022
0.00099890379708125038,0,0
0.00099999999999997161,0,0
0.001,0,0
0.0010010890660785451,0,0
0.0010010890660785763,0.97447849504675155,-0.97447849504675155
0.0010664399694162124,0.97968490890387316,-0.97968490890387316
0.0010664399694162436,0,-0.97968490890387527
0.0010824825632197018,0,-0.98078141545022746
0.0010824825632197331,0,0
0.0010999999999999688,0,0
0.0011000000000000001,0,0
0.0011179429003836245,0,0
0.0011179429003836587,0,-0.98314678240721831
0.0011325824531704814,0,-0.98396703753790948
0.0011325824531705157,0.98396703753791137,-0.98396703753791137
0.0011994623822891087,0.98719644045087795,-0.98719644045087795
0.0011994623822891429,0,0
0.0011999999999999661,0,0
0.0012000000000000001,0,0
0.0012005351560460829,0,0
0.0012005351560461198,0.98724721111592817,-0.98724721111592817
0.0012694155779567049,0.98982196416398527,-0.98982196416398527
0.0012694155779567418,0,-0.98982196416398649
0.0012800620868970781,0,-0.99016445341874626
0.0012800620868971149,0,0
0.0012999999999999633,0,0
0.0013000000000000002,0,0
0.0013204472218338098,0,0
0.0013204472218338497,0,-0.9915308805245644
0.0013297151023653638,0,-0.99177204088240467
0.0013297151023654037,0.99177204088240567,-0.99177204088240567
0.0013998244120924199,0.99335101521366631,-0.99335101521366631
0.0013998244120924661,0,0
0.0013999999999999601,0,0
0.0014,0,0
0.0014001751269245985,0,0
0.0014001751269246566,0.9933596462661326,-0.9933596462661326
0.0014723111406257658,0.99460578585341153,-0.99460578585341153
0.0014723111406258083,0,-0.99460578585341219
0.0014775273213444729,0,-0.99468362243073094
0.0014775273213445154,0,0
0.0014999999999999573,0,0
0.0015,0,0
0.001523072716481352,0,0
0.0015230727164813975,0,-0.99550887478758976
0.0015269244595643621,0,-0.99555368767891084
0.0015269244595644076,0.99555368767891139,-0.99555368767891139
0.0015999890305649098,0.9962930081174467,-0.9962930081174467
0.0015999890305649553,0,0
0.0015999999999999545,0,0
0.0016000000000000001,0,0
0.0016000109622203919,0,0
0.0016000109622204392,0.99629330921806669,-0.99629330921806669
0.001666666666666618,0.99681350397341861,-0.99681350397341861
0.0016666666666666653,0.99681350397341895,-0.99681350397341895
0.0016748880768227379,0.99686920801416778,-0.99686920801416778
0.001674888076822786,0.99686920801416812,0
0.0016751148364513632,0.99687072048048675,0
0.0016751148364514113,0,0
0.0016999999999999518,0,0
0.0017000000000000001,0,0
0.0017242211865735899,0,0
0.001724221186573641,0.99739110948650633,0
0.0017258088086620461,0.99739860823320303,0
0.0017258088086620973,0.99739860823320325,-0.99739860823320325
0.0017999561703305404,0.99770389801971027,-0.99770389801971027
0.0017999561703305916,0,0
0.001799999999999949,0,0
0.0018000000000000002,0,0
0.0018000438873680667,0,0
0.0018000438873681209,0.99770464385141444,-0.99770464385141444
0.0018721545130155868,0.99793080785952248,-0.99793080785952248
0.001872154513015641,0.9979308078595226,0
0.001877815270163959,0.99794613212912342,0
0.0018778152701640132,0,0
0.001899999999999946,0,0
0.0019,0,0
0.0019216156560396974,0,0
0.0019216156560397542,0.99825370033198457,0
0.0019286444149936026,0.99826437183301142,0
0.0019286444149936594,0.99826437183301153,-0.99826437183301153
0.0019997265435809796,0.99835800826427856,-0.99835800826427856
0.0019997265435810403,0,0
0.0019999999999999432,0,0
0.002,0,0
0.0020002743558892098,0,0
0.0020002743558892853,0.99836133638147129,-0.99836133638147129
0.0020693371030080219,0.99843072976144653,-0.99843072976144653
0.0020693371030080818,0.99843072976144664,0
0.0020804015224192627,0.99844028662417494,0
0.0020804015224193226,0,0
0.0020999999999999405,0,0
0.0021000000000000003,0,0
0.0021191179151524553,0,0
0.0021191179151525178,0.99864864703064926,0
0.002131567992581654,0.99864954025284425,0
0.0021315679925817165,0.99864954025284425,-0.99864954025284425
0.0021993016301148287,0.99865373897148824,-0.99865373897148824
0.0021993016301148911,0,0
0.0021999999999999377,0,0
0.0022000000000000001,0,0
0.0022007020384034476,0,0
0.0022007020384035127,0.99866070354792336,-0.99866070354792336
0.0022664465968635565,0.99866237797506563,-0.99866237797506563
0.0022664465968636215,0.99866237797506563,0
0.0022828631969522188,0.9986627361631607,0
0.0022828631969522839,0,0
0.0022999999999999345,0,0
0.0023,0,0
0.0023167376497739136,0,0
0.0023167376497739822,0.99882041432554969,0
0.0023345675902041859,0.9988106901171816,0
0.0023345675902042545,0.99881069011718149,-0.99881069011718149
0.0023986836625874202,0.99878058664466873,-0.99878058664466873
0.0023986836625874888,0,0
0.0023999999999999321,0,0
0.0024000000000000002,0,0
0.0024013258146793125,0,0
0.0024013258146793836,0.99879246133710742,-0.99879246133710742
0.0024634939848689366,0.99876692419291258,-0.99876692419291258
0.0024634939848690077,0.99876692419291246,0
0.0024851904644157862,0.99875931031105558,0
0.0024851904644158573,0,0
0.0024999999999999289,0,0
0.0025000000000000001,0,0
0.0025144841490732229,0,0
0.0025144841490732967,0.9988868752377551,0
0.0025376309021816219,0.99886890631578706,0
0.0025376309021816956,0.99886890631578706,-0.99886890631578706
