"Time / s","Vm1:Measured voltage","Vm2:Measured voltage"
0,0,0
3.026428667561127e-18,0,0
2.8239322811473158e-05,0,0
2.8239322811475998e-05,0.09930890282266891,-0.09930890282266891
5.0395791082149644e-05,0.17025533275319482,-0.17025533275319482
5.039579108215249e-05,0,-0.17025533275320354
7.1364967828186073e-05,0,-0.23223742386897855
7.1364967828188919e-05,0,0
9.9999999999997159e-05,0,0
0.0001,0,0
0.00012887305206036429,0,0
0.00012887305206036998,0,-0.37952536255279923
0.00014883150595419001,0,-0.42369883911045092
0.00014883150595419571,0.42369883911046302,-0.42369883911046302
0.00017229519754579742,0.47161674422979488,-0.47161674422979488
0.00017229519754580311,0,0
0.00019999999999999432,0,0
0.00020000000000000001,0,0
0.00022751196750209432,0,0
0.00022751196750210283,0.56934273427075421,-0.56934273427075421
0.00025197695612651184,0.60658158896469749,-0.60658158896469749
0.00025197695612652041,0,-0.60658158896470993
0.00027051148136003855,0,-0.63262742738540712
0.00027051148136004712,0,0
0.00029999999999999152,0,0
0.00030000000000000003,0,0
0.00032975808292089556,0,0
0.00032975808292090694,0,-0.70500993874255147
0.00034727789348683481,0,-0.72348375615732363
0.0003472778934868462,0.72348375615733529,-0.72348375615733529
0.00037296346165067214,0.74848766490245067,-0.74848766490245067
0.00037296346165068353,0,0
0.00039999999999998864,0,0
0.00040000000000000002,0,0
0.00042687245605340697,0,0
0.00042687245605342117,0.79401025186403962,-0.79401025186403962
0.00045355013311498187,0.81328939779020482,-0.81328939779020482
0.00045355013311499607,0,-0.81328939779021459
0.00046957812474012812,0,-0.82398761260399644
0.00046957812474014232,0,0
0.00049999999999998581,0,0
0.00050000000000000001,0,0
0.00053072411282044959,0,0
0.00053072411282046672,0,-0.85965766806583177
0.00054573477650634032,0,-0.86718486310237697
0.00054573477650635745,0.86718486310238529,-0.86718486310238529
0.00057354025113668663,0.88006787260683916,-0.88006787260683916
0.00057354025113670376,0,0
0.00059999999999998303,0,0
0.00060000000000000006,0,0
0.00062632340776044317,0,0
0.00062632340776046312,0.90136460469118218,-0.90136460469118218
0.00065510896787676534,0.91121711383996962,-0.91121711383996962
0.00065510896787678529,0,-0.91121711383997617
0.00066856862190054606,0,-0.91547526745465913
0.00066856862190056601,0,0
0.00069999999999998004,0,0
0.00069999999999999999,0,0
0.00073176736722806212,0,0
0.00073176736722808488,0,-0.93311521071978853
0.00074420810807717937,0,-0.93607102373808226
0.00074420810807720214,0.93607102373808748,-0.93607102373808748
0.00077402339801274428,0.94262373822002188,-0.94262373822002188
0.00077402339801276704,0,0
0.00079999999999997727,0,0
0.00080000000000000004,0,0
0.00082586709782279857,0,0
0.00082586709782282415,0.95264774794914842,-0.95264774794914842
0.00085664716822419053,0.95761239355788019,-0.95761239355788019
0.00085664716822421612,0,-0.95761239355788408
0.00086748697978165023,0,-0.95923015254815203
0.00086748697978167582,0,0
0.0008999999999999745,0,0
0.00090000000000000008,0,0
0.00093288374851172072,0,0
0.00093288374851174913,0,-0.96800021301710082
0.00094270378223983273,0,-0.96909702948238508
0.00094270378223986113,0.96909702948238818,-0.96909702948238818
0.0009744111153341486,0.97237770179179195,-0.97237770179179195
0.000974411115334177,0,0
0.00099999999999997161,0,0
0.001,0,0
0.0010255054467153849,0,0
0.0010255054467154161,0.97714013955245838,-0.97714013955245838
0.0010581585310565588,0.97959553010081957,-0.97959553010081957
0.00105815853105659,0,-0.97959553010082179
0.0010663374722134093,0,-0.98016537836855488
0.0010663374722134405,0,0
0.0010999999999999688,0,0
0.0011000000000000001,0,0
