"Time / s","Vm1:Measured voltage"
0,0
2.120554456524584e-18,0
2.4805182523837106e-05,0
2.4805182523838759e-05,4.2133104961044578
2.5197901790929755e-05,4.2769526331950667
2.5197901790931178e-05,0
4.9999999999998579e-05,0
5.0000000000000002e-05,0
7.4415594524908645e-05,0
7.4415594524911491e-05,11.562898579414817
7.5593655374794181e-05,11.721534189823402
7.5593655374797122e-05,0
9.9999999999997159e-05,0
0.0001,0
0.00012402614737565349,0
0.00012402614737565777,17.678875447741348
0.00012598925897819787,17.89853428330137
0.0001259892589782031,0
0.00014999999999999576,0
0.00015000000000000001,0
0.00017363693494080798,0
0.00017363693494081367,22.768305978161354
0.00017638461265924831,23.023776339428245
0.000176384612659254,0
0.00019999999999999432,0
0.00020000000000000001,0
0.00022324805103251722,0
0.00022324805103252432,27.003496162403607
0.00022677961654364692,27.276339504466318
0.00022677961654365403,0
0.0002499999999999929,0
0.00025000000000000001,0
0.00027285958938935543,0
0.000272859589389364,30.527828564308091
0.00027717417085169058,30.804813694305071
0.00027717417085169915,0
0.00029999999999999152,0
0.00030000000000000003,0
0.0003224716436552675,0
0.00032247164365527747,33.460617944745522
0.0003275681759252817,33.732490002855911
0.00032756817592529167,0
0.00034999999999999002,0
0.00035,0
0.00037208430735863839,0
0.00037208430735864977,35.901151610350574
0.00037796153225480263,36.16166764064937
0.00037796153225481402,0
0.00039999999999998864,0
0.00040000000000000002,0
0.00042169767389125059,0
0.00042169767389126339,37.932051399673632
0.00042835414050607296,38.177227752012627
0.00042835414050608576,0
0.00044999999999998725,0
0.00045000000000000004,0
0.00047131183648737592,0
0.00047131183648739012,39.622071222473544
0.00047874590154709553,39.849598878935097
0.00047874590154710974,0
0.00049999999999998581,0
0.00050000000000000001,0
0.00052092688820285611,0
0.00052092688820287172,41.028424934025026
0.00052913671647486537,41.237217610549891
0.00052913671647488098,0
0.00054999999999998442,0
0.00055000000000000003,0
0.00057054292189412576,0
0.00057054292189414289,42.198723407151014
0.00057952648664205794,42.388570339103076
0.00057952648664207507,0
0.00059999999999998303,0
0.00060000000000000006,0
0.00062016003019744472,0
0.00062016003019746315,43.172586419919163
0.00062991511368354011,43.343887422348423
0.00062991511368355854,0
0.00064999999999998165,0
0.00065000000000000008,0
0.00066977830550798501,0
0.00066977830550800496,43.982983957120709
0.00068030249954298936,44.136548918757697
0.00068030249954300931,0
0.00069999999999998004,0
0.00069999999999999999,0
0.00071939783995902062,0
0.00071939783995904187,44.657352354956949
0.00073068854649915578,44.79425099271139
0.00073068854649917703,0
0.00074999999999997866,0
0.00075000000000000002,0
0.00076901872540126879,0
0.00076901872540129155,45.21852308970476
0.00078107315719224009,45.339973730872309
0.00078107315719226286,0
0.00079999999999997727,0
0.00080000000000000004,0
0.0008186410533820304,0
0.00081864105338205447,45.685495663793318
0.00083145623464999329,45.792784176753514
0.00083145623465001736,0
0.00084999999999997588,0
0.00085000000000000006,0
0.0008682649151246231,0
0.00086826491512464869,46.074080761444307
0.00088183768231381179,46.168502636275285
0.00088183768231383738,0
0.0008999999999999745,0
0.00090000000000000008,0
0.0009178904015077591,0
0.0009178904015077862,46.397435451679911
0.00093221740406450565,46.480255532082488
0.00093221740406453275,0
0.000949999999999973,0
0.00095,0
0.00096751760304493114,0
0.00096751760304495955,46.666508560134218
0.00098259530424814399,46.738934122004451
0.00098259530424817262,0
0.00099999999999997161,0
0.001,0
0.0010171466098638964,0
0.0010171466098639263,46.890411288729055
0.0010329712877016495,46.953575108996134
0.0010329712877016795,0
0.0010499999999999702,0
0.0010500000000000002,0
0.0010667775116862841,0
0.0010667775116863154,47.076725630772131
0.0010833452597780878,47.131676441483506
0.001083345259778119,0
0.0010999999999999688,0
0.0011000000000000001,0
0.001116410397807235,0
0.0011164103978072676,47.231761022599898
0.0011337171263720398,47.279459339010145
0.0011337171263720723,0
0.0011499999999999672,0
0.00115,0
0.0011660453570749255,0
